userId,activityId,rating
1,17,3.1
1,30,2.2
1,23,3.7
1,8,2.8
1,37,1.9
1,19,4.2
1,36,3.1
1,13,1.3
1,20,1.5
1,11,3.9
1,38,1.3
1,39,3.7
1,10,1.0
1,14,1.3
1,6,2.9
1,12,1.1
1,3,3.3
1,5,3.2
1,28,4.2
1,33,2.8
1,29,1.4
1,21,4.2
1,24,4.6
1,7,4.4
1,22,1.8
1,35,1.6
1,16,1.3
1,15,3.4
1,9,3.6
1,26,3.6
1,31,3.4
1,27,2.9
1,25,4.2
1,32,4.5
1,1,2.4
1,4,1.5
1,18,4.3
1,34,1.2
2,18,1.9
2,25,1.9
2,16,4.6
2,34,1.5
2,20,2.2
2,2,2.3
2,15,4.5
2,8,2.3
2,26,2.9
2,10,4.5
2,5,1.3
2,39,1.5
2,33,2.0
2,3,3.7
2,30,1.8
2,36,1.5
2,14,4.3
2,13,2.3
2,28,3.8
2,6,2.7
2,23,1.1
2,32,2.8
2,35,3.3
2,17,3.3
2,9,1.9
2,24,2.6
2,27,2.7
2,29,3.1
2,11,3.9
2,4,1.8
2,1,4.7
2,21,1.5
2,31,1.0
2,7,3.0
2,12,2.1
2,19,1.4
2,22,2.3
2,37,3.7
3,36,2.0
3,18,1.3
3,28,2.9
3,27,4.7
3,38,3.5
3,25,2.6
3,39,3.1
3,17,4.6
3,24,4.2
3,15,3.8
3,35,3.2
3,14,2.1
3,33,2.6
3,19,1.9
3,31,2.3
3,8,1.1
3,5,4.3
3,4,3.7
3,30,5.0
3,7,3.8
3,1,1.4
3,2,1.7
3,16,2.1
3,32,1.5
3,22,2.7
3,3,3.8
3,9,1.6
3,29,2.1
3,23,2.0
3,13,2.0
3,11,3.9
3,21,1.7
3,12,1.5
3,10,4.9
3,26,3.7
3,20,2.3
3,34,2.5
3,37,1.1
4,33,1.3
4,19,2.4
4,11,1.5
4,29,1.7
4,22,3.2
4,34,4.1
4,15,4.5
4,4,3.0
4,5,2.9
4,1,1.5
4,12,1.0
4,9,1.9
4,39,4.8
4,30,3.3
4,14,3.5
4,21,1.8
4,35,4.5
4,10,3.0
4,8,2.4
4,38,1.6
4,25,4.1
4,23,3.0
4,24,4.9
4,17,2.7
4,13,2.9
4,7,4.4
4,6,2.3
4,16,4.2
4,36,1.4
4,31,3.8
4,37,2.0
4,26,2.2
4,20,3.8
4,28,1.4
4,2,1.5
4,32,1.4
4,3,4.3
4,18,1.6
5,39,2.8
5,16,2.1
5,30,4.4
5,36,4.7
5,8,4.3
5,25,4.2
5,17,1.1
5,15,5.0
5,6,1.6
5,23,3.3
5,28,3.7
5,2,3.5
5,5,4.4
5,34,4.3
5,33,4.5
5,19,1.3
5,31,1.7
5,11,2.9
5,3,3.8
5,38,3.6
5,37,1.1
5,9,3.3
5,24,5.0
5,27,2.0
5,18,4.1
5,32,3.5
5,4,4.4
5,12,2.5
5,21,2.1
5,20,2.4
5,29,3.3
5,22,3.6
5,26,1.2
5,1,1.8
5,13,4.7
5,10,2.6
5,7,1.2
5,35,4.2
6,34,2.7
6,14,3.7
6,36,1.7
6,29,3.2
6,6,4.6
6,18,3.9
6,20,4.8
6,2,4.6
6,13,3.5
6,10,4.1
6,1,3.6
6,21,4.9
6,33,3.0
6,35,2.1
6,8,1.7
6,22,2.4
6,9,1.6
6,19,3.2
6,5,1.7
6,12,2.2
6,31,1.0
6,25,4.1
6,37,4.0
6,28,2.9
6,11,1.0
6,24,2.5
6,15,4.2
6,4,3.0
6,7,4.3
6,17,3.4
6,38,2.1
6,26,1.2
6,23,4.9
6,16,2.6
6,39,1.7
6,32,1.8
6,27,2.1
6,30,4.0
7,34,4.2
7,21,1.8
7,26,3.7
7,25,3.9
7,6,3.5
7,31,4.4
7,9,2.1
7,23,2.1
7,19,3.7
7,39,1.6
7,17,4.3
7,30,4.3
7,16,4.8
7,12,3.9
7,14,3.3
7,11,1.9
7,5,2.6
7,3,2.0
7,4,4.7
7,13,3.7
7,38,4.4
7,37,4.1
7,22,1.0
7,33,3.0
7,28,1.7
7,7,2.1
7,35,4.1
7,20,3.8
7,24,1.2
7,32,3.5
7,36,2.4
7,2,2.2
7,10,3.1
7,1,3.7
7,8,1.7
7,29,4.5
7,27,4.9
7,18,4.8
8,24,3.8
8,7,3.5
8,39,2.6
8,29,1.7
8,12,3.4
8,17,3.0
8,32,3.1
8,8,4.4
8,13,2.4
8,6,4.4
8,23,3.3
8,9,1.1
8,26,4.9
8,20,4.3
8,2,2.9
8,15,2.8
8,3,3.9
8,31,5.0
8,22,3.5
8,30,3.6
8,18,1.8
8,19,1.8
8,28,4.5
8,37,3.6
8,5,2.6
8,4,2.3
8,16,3.2
8,25,3.2
8,1,2.5
8,34,2.6
8,21,4.3
8,33,3.0
8,27,3.8
8,10,3.3
8,35,4.2
8,36,2.2
8,11,4.2
8,38,4.2
9,34,1.1
9,10,2.3
9,7,3.8
9,14,3.2
9,26,3.0
9,21,3.3
9,16,2.2
9,6,4.7
9,39,4.0
9,15,3.6
9,24,2.8
9,37,1.2
9,32,2.0
9,17,4.2
9,20,3.4
9,4,3.9
9,22,1.6
9,36,4.4
9,31,3.2
9,19,2.7
9,11,1.8
9,8,1.0
9,12,4.4
9,5,3.8
9,18,1.5
9,28,1.1
9,38,5.0
9,33,3.4
9,25,3.6
9,2,1.2
9,30,2.9
9,1,3.3
9,29,3.4
9,3,5.0
9,27,3.5
9,9,2.8
9,23,1.7
9,13,1.6
10,24,3.2
10,39,3.8
10,25,1.8
10,21,2.9
10,37,2.8
10,20,3.8
10,28,2.0
10,27,1.9
10,19,2.3
10,16,1.2
10,31,1.3
10,12,1.6
10,15,3.0
10,9,3.5
10,1,4.7
10,33,1.1
10,17,3.1
10,3,1.8
10,32,2.0
10,35,2.4
10,2,4.0
10,7,3.5
10,4,1.6
10,14,2.8
10,26,3.0
10,34,3.3
10,30,2.5
10,38,2.0
10,11,1.0
10,6,1.5
10,29,2.2
10,5,4.6
10,8,1.2
10,23,3.9
10,10,1.7
10,13,4.5
10,22,3.8
10,18,1.5
11,13,1.3
11,29,2.2
11,22,3.2
11,25,3.9
11,34,3.7
11,8,4.8
11,33,3.9
11,32,4.1
11,9,2.3
11,5,3.2
11,1,2.3
11,27,3.5
11,24,4.0
11,3,1.4
11,23,1.9
11,4,2.8
11,15,3.8
11,26,4.3
11,21,3.2
11,10,2.1
11,18,2.3
11,7,4.6
11,31,2.4
11,11,3.5
11,35,2.1
11,19,2.4
11,6,2.3
11,17,2.9
11,36,4.5
11,16,4.9
11,28,1.6
11,2,2.5
11,39,3.1
11,20,2.1
11,12,1.3
11,14,3.8
11,38,1.6
11,30,3.7
12,4,3.7
12,12,4.5
12,24,1.9
12,28,1.9
12,32,3.8
12,2,1.3
12,18,1.7
12,37,1.6
12,14,3.9
12,1,1.6
12,3,1.1
12,19,1.3
12,15,2.5
12,9,2.1
12,23,1.5
12,21,3.8
12,27,4.6
12,30,1.2
12,6,2.7
12,8,2.5
12,35,4.3
12,39,3.2
12,29,4.5
12,17,2.1
12,31,4.5
12,11,3.9
12,33,4.0
12,20,2.1
12,34,1.7
12,5,3.5
12,25,4.1
12,26,4.5
12,13,2.0
12,16,2.8
12,38,2.8
12,36,3.5
12,7,4.0
12,10,3.5
13,29,2.2
13,18,2.9
13,14,4.1
13,16,1.9
13,28,2.4
13,36,2.8
13,6,2.7
13,35,1.4
13,25,4.4
13,37,1.4
13,38,2.1
13,9,4.7
13,5,4.7
13,17,3.3
13,26,4.6
13,3,3.4
13,7,4.1
13,11,1.1
13,12,2.3
13,27,1.5
13,24,2.9
13,23,4.0
13,2,4.4
13,19,4.7
13,20,4.6
13,15,1.2
13,30,1.2
13,21,1.2
13,8,3.0
13,33,3.7
13,32,3.3
13,1,3.9
13,39,1.2
13,4,2.3
13,22,4.3
13,31,3.4
13,13,4.6
13,10,3.0
14,14,3.8
14,36,2.2
14,34,3.6
14,4,3.0
14,23,4.4
14,38,2.9
14,1,1.7
14,13,3.4
14,27,2.4
14,11,1.5
14,21,1.4
14,31,2.2
14,2,1.3
14,6,4.0
14,35,3.7
14,32,3.8
14,24,4.3
14,17,1.0
14,39,1.2
14,22,4.6
14,3,4.5
14,9,2.9
14,28,4.8
14,16,2.3
14,29,4.7
14,19,3.2
14,30,1.6
14,5,4.8
14,37,3.8
14,20,3.3
14,12,2.6
14,25,2.2
14,7,3.1
14,8,4.2
14,26,3.0
14,33,3.5
14,18,4.2
14,15,4.7
